,Year,Rnd,Pick,Player,Pos,DrAge,Tm,From,To,AP1,PB,St,CarAV,G,GS,Att,Yds,TD,Rec,Yds.1,TD.1,College/Univ,PFR_URL,Height,Weight
370,2008,6,174,Josh Morgan,WR,23.0,SFO,2008.0,2014.0,0,0,3,21.0,93.0,61.0,14.0,146.0,0.0,209.0,2558.0,12.0,Virginia Tech,http://www.pro-football-reference.com/players/M/MorgJo00.htm,72,218
371,2008,6,182,Kevin Robinson,WR,23.0,KAN,2008.0,2008.0,0,0,0,0.0,8.0,0.0,,,,,,,Utah St.,http://www.pro-football-reference.com/players/R/RobiKe00.htm,72,190
372,2008,6,191,Paul Hubbard,WR,23.0,CLE,2010.0,2010.0,0,0,0,0.0,1.0,1.0,,,,1.0,8.0,0.0,Wisconsin,http://www.pro-football-reference.com/players/H/HubbPa00.htm,75,214
373,2008,6,193,Jaymar Johnson,WR,24.0,MIN,2009.0,2011.0,0,0,0,0.0,7.0,0.0,,,,1.0,9.0,0.0,Jackson St.,http://www.pro-football-reference.com/players/J/JohnJa01.htm,72,176
375,2008,7,215,Justin Harper,WR,23.0,BAL,2009.0,2009.0,0,0,0,0.0,2.0,0.0,,,,,,,Virginia Tech,http://www.pro-football-reference.com/players/H/HarpJu01.htm,75,205
376,2008,7,217,Brett Swain,WR,23.0,GNB,2009.0,2011.0,0,0,0,1.0,27.0,2.0,,,,8.0,87.0,0.0,San Diego St.,http://www.pro-football-reference.com/players/S/SwaiBr00.htm,73,200
377,2008,7,224,Steve Johnson,WR,21.0,BUF,2008.0,2015.0,0,0,5,33.0,99.0,67.0,2.0,16.0,0.0,381.0,4764.0,34.0,Kentucky,http://www.pro-football-reference.com/players/J/JohnSt00.htm,74,210
378,2008,7,226,Chaz Schilens,WR,22.0,OAK,2008.0,2012.0,0,0,1,7.0,59.0,25.0,1.0,-2.0,0.0,100.0,1191.0,9.0,San Diego St.,http://www.pro-football-reference.com/players/S/SchiCh00.htm,76,225
379,2008,7,237,Adrian Arrington,WR,22.0,NOR,2010.0,2012.0,0,0,0,1.0,5.0,0.0,,,,9.0,110.0,0.0,Michigan,http://www.pro-football-reference.com/players/A/ArriAd00.htm,74,185
382,2007,1,2,Calvin Johnson,WR,21.0,DET,2007.0,2015.0,3,6,9,78.0,135.0,130.0,19.0,167.0,1.0,731.0,11619.0,83.0,Georgia Tech,http://www.pro-football-reference.com/players/J/JohnCa00.htm,77,237
383,2007,1,9,Ted Ginn,WR,22.0,MIA,2007.0,2019.0,0,0,7,49.0,179.0,79.0,67.0,481.0,2.0,399.0,5577.0,32.0,Ohio St.,http://www.pro-football-reference.com/players/G/GinnTe00.htm,71,180
384,2007,1,23,Dwayne Bowe,WR,22.0,KAN,2007.0,2015.0,0,1,8,49.0,125.0,112.0,2.0,16.0,0.0,537.0,7208.0,44.0,LSU,http://www.pro-football-reference.com/players/B/BoweDw00.htm,74,221
385,2007,1,27,Robert Meachem,WR,22.0,NOR,2008.0,2014.0,0,0,1,26.0,103.0,35.0,18.0,127.0,1.0,178.0,2914.0,27.0,Tennessee,http://www.pro-football-reference.com/players/M/MeacRo00.htm,74,214
386,2007,1,30,Craig Davis,WR,21.0,SDG,2007.0,2010.0,0,0,0,7.0,25.0,2.0,4.0,13.0,0.0,51.0,558.0,2.0,LSU,http://www.pro-football-reference.com/players/D/DaviCr00.htm,73,200
387,2007,1,32,Anthony Gonzalez,WR,22.0,IND,2007.0,2011.0,0,0,1,16.0,40.0,12.0,,,,99.0,1307.0,7.0,Ohio St.,http://www.pro-football-reference.com/players/G/GonzAn00.htm,72,193
388,2007,2,44,Sidney Rice,WR,21.0,MIN,2007.0,2013.0,0,1,3,33.0,81.0,57.0,4.0,9.0,0.0,243.0,3592.0,30.0,South Carolina,http://www.pro-football-reference.com/players/R/RiceSi01.htm,76,200
389,2007,2,45,Dwayne Jarrett,WR,20.0,CAR,2007.0,2010.0,0,0,0,4.0,32.0,3.0,1.0,11.0,0.0,35.0,428.0,1.0,USC,http://www.pro-football-reference.com/players/J/JarrDw00.htm,76,219
390,2007,2,51,Steve Smith,WR,22.0,NYG,2007.0,2012.0,0,1,1,23.0,64.0,29.0,,,,245.0,2641.0,12.0,USC,http://www.pro-football-reference.com/players/S/SmitSt02.htm,72,195
391,2007,3,73,Jacoby Jones,WR,23.0,HOU,2007.0,2015.0,1,1,2,30.0,128.0,33.0,19.0,62.0,0.0,203.0,2733.0,14.0,Lane,http://www.pro-football-reference.com/players/J/JoneJa03.htm,75,192
392,2007,3,74,Yamon Figurs,WR,24.0,BAL,2007.0,2010.0,0,0,0,2.0,34.0,0.0,3.0,-7.0,0.0,5.0,103.0,1.0,Kansas St.,http://www.pro-football-reference.com/players/F/FiguYa00.htm,72,174
393,2007,3,75,Laurent Robinson,WR,22.0,ATL,2007.0,2012.0,0,0,1,16.0,59.0,28.0,2.0,-14.0,0.0,167.0,2110.0,15.0,Illinois St.,http://www.pro-football-reference.com/players/R/RobiLa01.htm,74,192
394,2007,3,76,Jason Hill,WR,22.0,SFO,2007.0,2012.0,0,0,1,9.0,54.0,13.0,2.0,5.0,0.0,78.0,1043.0,9.0,Washington St.,http://www.pro-football-reference.com/players/H/HillJa00.htm,73,204
395,2007,3,78,James Jones,WR,23.0,GNB,2007.0,2015.0,0,0,5,45.0,136.0,72.0,,,,433.0,5861.0,51.0,San Jose St.,http://www.pro-football-reference.com/players/J/JoneJa04.htm,73,208
396,2007,3,79,Mike Sims-Walker,WR,22.0,JAX,2008.0,2011.0,0,0,2,16.0,44.0,32.0,,,,134.0,1798.0,14.0,Central Florida,http://www.pro-football-reference.com/players/W/WalkMi01.htm,74,197
397,2007,3,80,Paul Williams,WR,23.0,TEN,2008.0,2008.0,0,0,0,0.0,5.0,0.0,,,,1.0,7.0,0.0,Fresno St.,http://www.pro-football-reference.com/players/W/WillPa00.htm,73,205
398,2007,3,99,Johnnie Lee Higgins,WR,23.0,OAK,2007.0,2010.0,0,0,0,9.0,60.0,11.0,7.0,58.0,0.0,57.0,779.0,4.0,Texas-El Paso,http://www.pro-football-reference.com/players/H/HiggJo00.htm,72,185
399,2007,4,118,Ryne Robinson,WR,22.0,CAR,2007.0,2007.0,0,0,0,0.0,16.0,0.0,,,,4.0,35.0,0.0,Miami (OH),http://www.pro-football-reference.com/players/R/RobiRy00.htm,69,179
400,2007,4,128,Chris Davis,WR,23.0,TEN,2007.0,2008.0,0,0,0,0.0,17.0,0.0,2.0,19.0,0.0,7.0,69.0,0.0,Florida St.,http://www.pro-football-reference.com/players/D/DaviCh02.htm,70,181
401,2007,5,142,Steve Breaston,WR,24.0,ARI,2007.0,2012.0,0,0,3,26.0,86.0,43.0,10.0,120.0,0.0,255.0,3387.0,9.0,Michigan,http://www.pro-football-reference.com/players/B/BreaSt00.htm,73,175
402,2007,5,146,Aundrae Allison,WR,21.0,MIN,2007.0,2008.0,0,0,0,3.0,26.0,0.0,3.0,4.0,0.0,18.0,231.0,0.0,East Carolina,http://www.pro-football-reference.com/players/A/AlliAu00.htm,72,198
403,2007,5,157,David Clowney,WR,22.0,GNB,2008.0,2010.0,0,0,0,3.0,28.0,3.0,3.0,1.0,0.0,22.0,341.0,1.0,Virginia Tech,http://www.pro-football-reference.com/players/C/ClowDa00.htm,73,190
404,2007,5,169,Roy Hall,WR,23.0,IND,2007.0,2008.0,0,0,0,0.0,7.0,0.0,,,,1.0,9.0,0.0,Ohio St.,http://www.pro-football-reference.com/players/H/HallRo02.htm,74,229
405,2007,5,172,Legedu Naanee,WR,23.0,SDG,2007.0,2012.0,0,0,2,13.0,73.0,21.0,6.0,5.0,0.0,108.0,1232.0,4.0,Boise St.,http://www.pro-football-reference.com/players/N/NaanLe00.htm,74,225
407,2007,6,197,Courtney Taylor,WR,23.0,SEA,2007.0,2008.0,0,0,0,1.0,18.0,4.0,,,,14.0,136.0,0.0,Auburn,http://www.pro-football-reference.com/players/T/TaylCo00.htm,75,204
408,2007,6,210,Jordan Kent,WR,23.0,SEA,2008.0,2009.0,0,0,0,0.0,14.0,1.0,,,,1.0,5.0,0.0,Oregon,http://www.pro-football-reference.com/players/K/KentJo20.htm,76,219
409,2007,7,227,Dallas Baker,WR,24.0,PIT,2008.0,2008.0,0,0,0,0.0,8.0,0.0,,,,1.0,6.0,0.0,Florida,http://www.pro-football-reference.com/players/B/BakeDa01.htm,75,206
410,2007,7,229,John Broussard,WR,23.0,JAX,2007.0,2007.0,0,0,0,2.0,8.0,0.0,,,,4.0,126.0,1.0,San Jose St.,http://www.pro-football-reference.com/players/B/BrouJo00.htm,73,185
412,2007,7,234,Syndric Steptoe,WR,22.0,CLE,2008.0,2008.0,0,0,0,1.0,16.0,5.0,,,,19.0,182.0,0.0,Arizona,http://www.pro-football-reference.com/players/S/StepSy20.htm,68,190
413,2007,7,235,Chansi Stuckey,WR,23.0,NYJ,2008.0,2011.0,0,0,0,10.0,55.0,10.0,6.0,16.0,1.0,106.0,1062.0,5.0,Clemson,http://www.pro-football-reference.com/players/S/StucCh20.htm,70,182
414,2007,7,249,Derek Stanley,WR,22.0,STL,2007.0,2009.0,0,0,0,1.0,15.0,0.0,2.0,5.0,0.0,6.0,119.0,1.0,Wisconsin–Whitewater,http://www.pro-football-reference.com/players/S/StanDe00.htm,72,173
415,2007,7,254,Jonathan Holland,WR,22.0,OAK,2008.0,2009.0,0,0,0,1.0,17.0,0.0,,,,,,,Louisiana Tech,http://www.pro-football-reference.com/players/H/HollJo01.htm,72,191
416,2006,1,25,Santonio Holmes,WR,22.0,PIT,2006.0,2014.0,0,0,6,47.0,112.0,91.0,16.0,89.0,0.0,389.0,6030.0,36.0,Ohio St.,http://www.pro-football-reference.com/players/H/HolmSa00.htm,71,192
417,2006,2,36,Chad Jackson,WR,21.0,NWE,2006.0,2008.0,0,0,0,2.0,18.0,1.0,4.0,22.0,0.0,14.0,171.0,3.0,Florida,http://www.pro-football-reference.com/players/J/JackCh00.htm,73,210
418,2006,2,44,Sinorice Moss,WR,22.0,NYG,2006.0,2009.0,0,0,0,4.0,37.0,2.0,1.0,4.0,0.0,39.0,421.0,3.0,Miami (FL),http://www.pro-football-reference.com/players/M/MossSi00.htm,68,185
419,2006,2,52,Greg Jennings,WR,22.0,GNB,2006.0,2015.0,0,2,8,65.0,143.0,119.0,1.0,-1.0,0.0,571.0,8291.0,64.0,West. Michigan,http://www.pro-football-reference.com/players/J/JennGr00.htm,72,198
420,2006,3,78,Travis Wilson,WR,22.0,CLE,2006.0,2006.0,0,0,0,0.0,4.0,1.0,,,,2.0,32.0,0.0,Oklahoma,http://www.pro-football-reference.com/players/W/WilsTr00.htm,73,213
421,2006,3,82,Derek Hagan,WR,21.0,MIA,2006.0,2014.0,0,0,0,12.0,100.0,13.0,,,,148.0,1734.0,7.0,Arizona St.,http://www.pro-football-reference.com/players/H/HagaDe00.htm,74,210
422,2006,3,84,Brandon Williams,WR,22.0,SFO,2006.0,2007.0,0,0,0,0.0,23.0,0.0,,,,,,,Wisconsin,http://www.pro-football-reference.com/players/W/WillBr01.htm,71,175
423,2006,3,90,Maurice Stovall,WR,21.0,TAM,2006.0,2012.0,0,0,0,5.0,81.0,12.0,2.0,29.0,0.0,52.0,668.0,3.0,Notre Dame,http://www.pro-football-reference.com/players/S/StovMa00.htm,77,220
424,2006,3,95,Willie Reid,WR,23.0,PIT,2006.0,2007.0,0,0,0,1.0,7.0,0.0,,,,4.0,54.0,0.0,Florida St.,http://www.pro-football-reference.com/players/R/ReidWi00.htm,70,186
425,2006,4,100,Michael Robinson,WR,23.0,SFO,2006.0,2013.0,0,1,0,7.0,112.0,19.0,115.0,422.0,2.0,75.0,610.0,3.0,Penn St.,http://www.pro-football-reference.com/players/R/RobiMi00.htm,73,240
427,2006,4,109,Jason Avant,WR,23.0,PHI,2006.0,2015.0,0,0,2,30.0,148.0,53.0,2.0,2.0,0.0,346.0,4118.0,13.0,Michigan,http://www.pro-football-reference.com/players/A/AvanJa00.htm,72,210
428,2006,4,111,Demetrius Williams,WR,23.0,BAL,2006.0,2010.0,0,0,0,9.0,46.0,4.0,,,,63.0,1008.0,4.0,Oregon,http://www.pro-football-reference.com/players/W/WillDe03.htm,74,202
430,2006,4,125,Skyler Green,WR,21.0,DAL,2006.0,2008.0,0,0,0,0.0,11.0,0.0,1.0,1.0,0.0,3.0,33.0,0.0,LSU,http://www.pro-football-reference.com/players/G/GreeSk20.htm,69,195
431,2006,4,130,Domenik Hixon,WR,21.0,DEN,2007.0,2013.0,0,0,0,17.0,76.0,13.0,3.0,18.0,0.0,109.0,1460.0,7.0,Akron,http://www.pro-football-reference.com/players/H/HixoDo00.htm,74,205
432,2006,5,144,Marques Hagans,WR,23.0,STL,2007.0,2008.0,0,0,0,1.0,10.0,1.0,3.0,-2.0,0.0,9.0,108.0,0.0,Virginia,http://www.pro-football-reference.com/players/H/HagaMa00.htm,70,211
433,2006,6,171,Mike Hass,WR,23.0,NOR,2007.0,2009.0,0,0,0,0.0,2.0,0.0,,,,,,,Oregon St.,http://www.pro-football-reference.com/players/H/HassMi00.htm,73,210
435,2006,6,175,Delanie Walker,WR,22.0,SFO,2006.0,2019.0,0,3,8,38.0,183.0,101.0,16.0,89.0,1.0,504.0,5888.0,36.0,Central Missouri St.,http://www.pro-football-reference.com/players/W/WalkHu00.htm,74,248
436,2006,6,184,Adam Jennings,WR,23.0,ATL,2006.0,2009.0,0,0,0,0.0,46.0,2.0,1.0,-4.0,0.0,6.0,62.0,1.0,Fresno St.,http://www.pro-football-reference.com/players/J/JennAd00.htm,69,180
437,2006,6,190,Jeff Webb,WR,24.0,KAN,2006.0,2008.0,0,0,0,2.0,31.0,3.0,1.0,5.0,0.0,36.0,382.0,1.0,San Diego St.,http://www.pro-football-reference.com/players/W/WebbJe00.htm,74,210
438,2006,7,209,Ethan Kilmer,WR,23.0,CIN,2006.0,2006.0,0,0,0,2.0,16.0,0.0,,,,,,,Penn St.,http://www.pro-football-reference.com/players/K/KilmEt00.htm,72,204
439,2006,7,218,Todd Watkins,WR,23.0,ARI,2008.0,2009.0,0,0,0,1.0,21.0,1.0,,,,8.0,90.0,0.0,BYU,http://www.pro-football-reference.com/players/W/WatkTo20.htm,74,187
441,2006,7,233,Devin Aromashodu,WR,22.0,MIA,2007.0,2012.0,0,0,0,10.0,61.0,11.0,,,,78.0,1193.0,5.0,Auburn,http://www.pro-football-reference.com/players/A/AromDe00.htm,74,201
442,2006,7,249,Ben Obomanu,WR,22.0,SEA,2007.0,2013.0,0,0,0,10.0,69.0,13.0,4.0,41.0,0.0,88.0,1217.0,7.0,Auburn,http://www.pro-football-reference.com/players/O/ObomBe00.htm,73,204
443,2006,7,251,David Anderson,WR,23.0,HOU,2006.0,2011.0,0,0,1,7.0,67.0,10.0,,,,88.0,965.0,4.0,Colorado St.,http://www.pro-football-reference.com/players/A/AndeDa01.htm,70,192
444,2006,7,252,Marques Colston,WR,23.0,NOR,2006.0,2015.0,0,0,7,73.0,146.0,106.0,2.0,7.0,0.0,711.0,9759.0,72.0,Hofstra,http://www.pro-football-reference.com/players/C/ColsMa00.htm,76,225
446,2005,1,3,Braylon Edwards,WR,22.0,CLE,2005.0,2012.0,0,1,5,41.0,112.0,93.0,4.0,11.0,0.0,359.0,5522.0,40.0,Michigan,http://www.pro-football-reference.com/players/E/EdwaBr00.htm,75,214
447,2005,1,7,Troy Williamson,WR,22.0,MIN,2005.0,2009.0,0,0,2,8.0,49.0,24.0,6.0,58.0,0.0,87.0,1131.0,4.0,South Carolina,http://www.pro-football-reference.com/players/W/WillTr01.htm,73,203
448,2005,1,10,Mike Williams,WR,21.0,DET,2005.0,2011.0,0,0,2,12.0,56.0,30.0,1.0,0.0,0.0,127.0,1526.0,5.0,USC,http://www.pro-football-reference.com/players/W/WillMi03.htm,77,235
449,2005,1,21,Matt Jones,WR,22.0,JAX,2005.0,2008.0,0,0,1,22.0,54.0,15.0,14.0,36.0,0.0,166.0,2153.0,15.0,Arkansas,http://www.pro-football-reference.com/players/J/JoneMa00.htm,78,222
450,2005,1,22,Mark Clayton,WR,23.0,BAL,2005.0,2011.0,0,0,3,27.0,83.0,65.0,26.0,118.0,2.0,260.0,3448.0,14.0,Oklahoma,http://www.pro-football-reference.com/players/C/ClayMa01.htm,70,190
451,2005,1,27,Roddy White,WR,23.0,ATL,2005.0,2015.0,1,4,10,88.0,171.0,149.0,9.0,19.0,0.0,808.0,10863.0,63.0,Ala-Birmingham,http://www.pro-football-reference.com/players/W/WhitRo00.htm,72,211
452,2005,2,35,Reggie Brown,WR,24.0,PHI,2005.0,2009.0,0,0,3,20.0,72.0,45.0,11.0,68.0,1.0,177.0,2574.0,17.0,Georgia,http://www.pro-football-reference.com/players/B/BrowRe01.htm,73,197
453,2005,2,39,Mark Bradley,WR,23.0,CHI,2005.0,2009.0,0,0,1,10.0,57.0,18.0,2.0,20.0,0.0,92.0,1283.0,9.0,Oklahoma,http://www.pro-football-reference.com/players/B/BradMa00.htm,73,201
454,2005,2,55,Roscoe Parrish,WR,23.0,BUF,2005.0,2012.0,0,0,0,14.0,90.0,14.0,14.0,71.0,1.0,134.0,1502.0,7.0,Miami (FL),http://www.pro-football-reference.com/players/P/ParrRo00.htm,69,175
455,2005,2,58,Terrence Murphy,WR,22.0,GNB,2005.0,2005.0,0,0,0,0.0,3.0,0.0,,,,5.0,36.0,0.0,Texas A&M,http://www.pro-football-reference.com/players/M/MurpTe00.htm,73,202
456,2005,2,61,Vincent Jackson,WR,22.0,SDG,2005.0,2016.0,0,3,8,76.0,155.0,137.0,15.0,161.0,0.0,540.0,9080.0,57.0,Northern Colorado,http://www.pro-football-reference.com/players/J/JackVi00.htm,77,230
457,2005,3,68,Courtney Roby,WR,22.0,TEN,2005.0,2014.0,0,0,0,3.0,92.0,6.0,3.0,19.0,0.0,26.0,343.0,1.0,Indiana,http://www.pro-football-reference.com/players/R/RobyCo00.htm,72,189
458,2005,3,83,Chris Henry,WR,22.0,CIN,2005.0,2009.0,0,0,0,16.0,55.0,12.0,,,,119.0,1826.0,21.0,West Virginia,http://www.pro-football-reference.com/players/H/HenrCh00.htm,76,200
459,2005,3,96,Brandon Jones,WR,23.0,TEN,2005.0,2009.0,0,0,2,12.0,59.0,27.0,6.0,76.0,0.0,113.0,1398.0,9.0,Oklahoma,http://www.pro-football-reference.com/players/J/JoneBr02.htm,72,250
460,2005,4,114,Jerome Mathis,WR,22.0,HOU,2005.0,2007.0,1,1,0,4.0,17.0,0.0,,,,6.0,80.0,1.0,Hampton,http://www.pro-football-reference.com/players/M/MathJe00.htm,72,195
461,2005,4,116,Craphonso Thorpe,WR,22.0,KAN,2007.0,2007.0,0,0,0,1.0,5.0,0.0,,,,12.0,70.0,1.0,Florida St.,http://www.pro-football-reference.com/players/T/ThorCr00.htm,72,187
464,2005,4,136,Roydell Williams,WR,24.0,TEN,2005.0,2010.0,0,0,1,10.0,56.0,16.0,2.0,-17.0,0.0,92.0,1248.0,6.0,Tulane,http://www.pro-football-reference.com/players/W/WillRo05.htm,72,180
465,2005,5,140,Airese Currie,WR,22.0,CHI,2006.0,2006.0,0,0,0,0.0,1.0,0.0,,,,,,,Clemson,http://www.pro-football-reference.com/players/C/CurrAi00.htm,71,185
467,2005,5,174,Rasheed Marshall,WR,24.0,SFO,2005.0,2005.0,0,0,0,0.0,12.0,0.0,1.0,-7.0,0.0,1.0,-1.0,0.0,West Virginia,http://www.pro-football-reference.com/players/M/MarsRa00.htm,73,190
468,2005,6,185,Chad Owens,WR,23.0,JAX,2005.0,2007.0,0,0,0,0.0,6.0,0.0,,,,,,,Hawaii,http://www.pro-football-reference.com/players/O/OwenCh00.htm,67,180
469,2005,6,190,Tab Perry,WR,23.0,CIN,2005.0,2007.0,0,0,0,1.0,20.0,1.0,6.0,22.0,1.0,10.0,109.0,1.0,UCLA,http://www.pro-football-reference.com/players/P/PerrTa00.htm,75,208
470,2005,6,192,Dante Ridgeway,WR,21.0,STL,2005.0,2005.0,0,0,0,0.0,8.0,0.0,,,,2.0,26.0,0.0,Ball St.,http://www.pro-football-reference.com/players/R/RidgDa00.htm,73,199
472,2005,7,223,Marcus Maxwell,WR,22.0,SFO,2005.0,2007.0,0,0,0,0.0,9.0,0.0,,,,1.0,5.0,0.0,Oregon,http://www.pro-football-reference.com/players/M/MaxwMa00.htm,75,210
473,2005,7,225,Paris Warren,WR,23.0,TAM,2006.0,2006.0,0,0,0,0.0,8.0,0.0,,,,5.0,63.0,0.0,Utah,http://www.pro-football-reference.com/players/W/WarrPa00.htm,73,211
474,2005,7,226,LeRon McCoy,WR,23.0,ARI,2005.0,2005.0,0,0,0,1.0,10.0,4.0,,,,18.0,191.0,1.0,Indiana (PA),http://www.pro-football-reference.com/players/M/McCoLe00.htm,73,211
475,2005,7,240,Harry Williams,WR,23.0,NYJ,2005.0,2007.0,0,0,0,0.0,3.0,0.0,,,,,,,Tuskegee,http://www.pro-football-reference.com/players/W/WillHa20.htm,75,185
477,2004,1,3,Larry Fitzgerald,WR,21.0,ARI,2004.0,2019.0,1,11,16,90.0,242.0,240.0,20.0,68.0,0.0,1341.0,16726.0,118.0,Pittsburgh,http://www.pro-football-reference.com/players/F/FitzLa00.htm,75,218
478,2004,1,7,Roy Williams,WR,22.0,DET,2004.0,2011.0,0,1,7,42.0,115.0,94.0,6.0,17.0,0.0,393.0,5715.0,44.0,Texas,http://www.pro-football-reference.com/players/W/WillRo04.htm,75,215
479,2004,1,9,Reggie Williams,WR,21.0,JAX,2004.0,2008.0,0,0,3,23.0,79.0,53.0,11.0,44.0,0.0,189.0,2322.0,18.0,Washington,http://www.pro-football-reference.com/players/W/WillRe00.htm,76,233
480,2004,1,13,Lee Evans,WR,23.0,BUF,2004.0,2011.0,0,0,7,49.0,118.0,104.0,10.0,145.0,0.0,381.0,6008.0,43.0,Wisconsin,http://www.pro-football-reference.com/players/E/EvanLe00.htm,70,209
481,2004,1,15,Michael Clayton,WR,21.0,TAM,2004.0,2011.0,0,0,5,22.0,95.0,56.0,18.0,100.0,0.0,223.0,2955.0,10.0,LSU,http://www.pro-football-reference.com/players/C/ClayMi00.htm,75,202
482,2004,1,29,Michael Jenkins,WR,22.0,ATL,2004.0,2012.0,0,0,6,39.0,130.0,79.0,2.0,4.0,0.0,354.0,4427.0,25.0,Ohio St.,http://www.pro-football-reference.com/players/J/JenkMi00.htm,76,214
483,2004,1,31,Rashaun Woods,WR,23.0,SFO,2004.0,2004.0,0,0,0,1.0,14.0,0.0,,,,7.0,160.0,1.0,Oklahoma St.,http://www.pro-football-reference.com/players/W/WoodRa00.htm,74,202
484,2004,2,50,Devery Henderson,WR,22.0,NOR,2004.0,2012.0,0,0,6,36.0,124.0,76.0,18.0,119.0,1.0,245.0,4377.0,20.0,LSU,http://www.pro-football-reference.com/players/H/HendDe00.htm,71,200
485,2004,2,54,Darius Watts,WR,22.0,DEN,2004.0,2005.0,0,0,0,4.0,22.0,2.0,5.0,33.0,0.0,33.0,407.0,1.0,Marshall,http://www.pro-football-reference.com/players/W/WattDa00.htm,74,188
486,2004,2,62,Keary Colbert,WR,22.0,CAR,2004.0,2011.0,0,0,3,14.0,75.0,49.0,1.0,6.0,0.0,130.0,1629.0,8.0,USC,http://www.pro-football-reference.com/players/C/ColbKe00.htm,73,205
487,2004,3,77,Derrick Hamilton,WR,22.0,SFO,2004.0,2004.0,0,0,0,0.0,2.0,0.0,,,,,,,Clemson,http://www.pro-football-reference.com/players/H/HamiDe20.htm,76,200
488,2004,3,78,Bernard Berrian,WR,23.0,CHI,2004.0,2011.0,0,0,5,33.0,109.0,70.0,17.0,82.0,0.0,288.0,4122.0,24.0,Fresno St.,http://www.pro-football-reference.com/players/B/BerrBe00.htm,73,185
489,2004,3,82,Devard Darling,WR,22.0,BAL,2004.0,2008.0,0,0,1,4.0,46.0,10.0,,,,37.0,578.0,4.0,Washington St.,http://www.pro-football-reference.com/players/D/DarlDe00.htm,73,213
490,2004,4,99,Carlos Francis,WR,23.0,OAK,2004.0,2004.0,0,0,0,0.0,5.0,0.0,,,,,,,Texas Tech,http://www.pro-football-reference.com/players/F/FranCa20.htm,69,200
491,2004,4,105,Samie Parker,WR,23.0,KAN,2004.0,2007.0,0,0,2,13.0,47.0,31.0,4.0,9.0,0.0,110.0,1529.0,7.0,Oregon,http://www.pro-football-reference.com/players/P/ParkSa00.htm,71,180
492,2004,4,108,Jerricho Cotchery,WR,22.0,NYJ,2004.0,2015.0,0,0,5,52.0,175.0,89.0,22.0,93.0,1.0,524.0,6623.0,34.0,North Carolina St.,http://www.pro-football-reference.com/players/C/CotcJe00.htm,73,205
493,2004,4,120,Ernest Wilford,WR,25.0,JAX,2004.0,2010.0,0,0,3,22.0,87.0,44.0,,,,156.0,2145.0,15.0,Virginia Tech,http://www.pro-football-reference.com/players/W/WilfEr00.htm,76,235
494,2004,5,134,Johnnie Morant,WR,22.0,OAK,2004.0,2006.0,0,0,0,0.0,15.0,2.0,,,,8.0,90.0,0.0,Syracuse,http://www.pro-football-reference.com/players/M/MoraJo00.htm,76,220
495,2004,5,149,Maurice Mann,WR,21.0,CIN,2006.0,2006.0,0,0,0,0.0,1.0,0.0,,,,,,,Nevada,http://www.pro-football-reference.com/players/M/MannMa00.htm,74,192
496,2004,5,157,D.J. Hackett,WR,23.0,SEA,2005.0,2008.0,0,0,0,14.0,42.0,16.0,,,,118.0,1575.0,9.0,Colorado,http://www.pro-football-reference.com/players/H/HackD.00.htm,74,199
497,2004,5,163,Drew Carter,WR,23.0,CAR,2005.0,2007.0,0,0,0,8.0,33.0,9.0,2.0,18.0,0.0,71.0,977.0,8.0,Ohio St.,http://www.pro-football-reference.com/players/C/CartDr00.htm,75,200
498,2004,5,164,P.K. Sam,WR,20.0,NWE,2004.0,2004.0,0,0,0,0.0,2.0,0.0,,,,,,,Florida St.,http://www.pro-football-reference.com/players/S/SamxP.20.htm,75,210
499,2004,6,168,Jamaar Taylor,WR,23.0,NYG,2004.0,2005.0,0,0,0,1.0,13.0,0.0,1.0,-8.0,0.0,6.0,146.0,0.0,Texas A&M,http://www.pro-football-reference.com/players/T/TaylJa00.htm,72,197
500,2004,6,171,Triandos Luke,WR,22.0,DEN,2004.0,2004.0,0,0,0,0.0,10.0,0.0,,,,6.0,52.0,0.0,Alabama,http://www.pro-football-reference.com/players/L/LukeTr00.htm,71,195
502,2004,6,199,Clarence Moore,WR,21.0,BAL,2004.0,2006.0,0,0,0,2.0,29.0,8.0,,,,29.0,353.0,5.0,Northern Arizona,http://www.pro-football-reference.com/players/M/MoorCl00.htm,78,220
503,2004,7,206,Mark Jones,WR,23.0,TAM,2004.0,2009.0,0,0,0,0.0,62.0,0.0,,,,3.0,41.0,0.0,Tennessee,http://www.pro-football-reference.com/players/J/JoneMa01.htm,69,185
504,2004,7,211,Sloan Thomas,WR,22.0,HOU,2005.0,2005.0,0,0,0,0.0,1.0,0.0,,,,,,,Texas,http://www.pro-football-reference.com/players/T/ThomSl00.htm,74,200
505,2004,7,214,Jonathan Smith,WR,22.0,BUF,2004.0,2006.0,0,0,0,2.0,18.0,1.0,3.0,12.0,0.0,8.0,77.0,1.0,Georgia Tech,http://www.pro-football-reference.com/players/S/SmitJo00.htm,70,194
506,2004,7,216,Patrick Crayton,WR,25.0,DAL,2004.0,2011.0,0,0,1,33.0,105.0,36.0,6.0,39.0,0.0,247.0,3650.0,25.0,NW Oklahoma St.,http://www.pro-football-reference.com/players/C/CrayPa00.htm,72,205
508,2003,1,2,Charles Rogers,WR,22.0,DET,2003.0,2005.0,0,0,0,4.0,15.0,9.0,2.0,17.0,0.0,36.0,440.0,4.0,Michigan St.,http://www.pro-football-reference.com/players/R/RogeCh01.htm,74,202
